,Location1,Location,WindGustDir1,WindGustDir,WindDir9am1,WindDir9am,WindDir3pm1,WindDir3pm
13554,21,Moree,12,SW,10,SSE,10,SSE
13555,21,Moree,0,E,5,NNE,7,NW
13556,21,Moree,7,NW,5,NNE,7,NW
13561,21,Moree,16,,1,ENE,14,WNW
13564,21,Moree,5,NNE,1,ENE,4,NE
13576,21,Moree,15,WSW,5,NNE,12,SW
13578,21,Moree,11,SSW,7,NW,11,SSW
13579,21,Moree,1,ENE,4,NE,15,WSW
13581,21,Moree,14,WNW,12,SW,15,WSW
13593,21,Moree,12,SW,1,ENE,2,ESE
13596,21,Moree,3,N,3,N,13,W
13597,21,Moree,0,E,2,ESE,7,NW
13601,21,Moree,3,N,3,N,11,SSW
13602,21,Moree,6,NNW,7,NW,14,WNW
13609,21,Moree,9,SE,16,,6,NNW
13610,21,Moree,13,W,1,ENE,11,SSW
13614,21,Moree,14,WNW,7,NW,13,W
13617,21,Moree,1,ENE,0,E,13,W
13618,21,Moree,1,ENE,7,NW,16,
13629,21,Moree,0,E,4,NE,1,ENE
13631,21,Moree,0,E,1,ENE,16,
13639,21,Moree,5,NNE,7,NW,13,W
13642,21,Moree,15,WSW,16,,13,W
13644,21,Moree,0,E,2,ESE,11,SSW
13647,21,Moree,3,N,0,E,4,NE
13650,21,Moree,8,S,2,ESE,11,SSW
13651,21,Moree,0,E,0,E,16,
13652,21,Moree,7,NW,5,NNE,14,WNW
13660,21,Moree,15,WSW,1,ENE,11,SSW
13661,21,Moree,1,ENE,1,ENE,7,NW
13667,21,Moree,16,,4,NE,5,NNE
13669,21,Moree,14,WNW,3,N,13,W
13672,21,Moree,16,,4,NE,15,WSW
13673,21,Moree,13,W,14,WNW,15,WSW
13682,21,Moree,8,S,5,NNE,8,S
13683,21,Moree,1,ENE,0,E,15,WSW
13684,21,Moree,5,NNE,0,E,8,S
13686,21,Moree,5,NNE,5,NNE,16,
13693,21,Moree,12,SW,4,NE,15,WSW
13696,21,Moree,8,S,16,,15,WSW
13700,21,Moree,13,W,12,SW,13,W
13702,21,Moree,12,SW,10,SSE,12,SW
13703,21,Moree,15,WSW,0,E,15,WSW
13706,21,Moree,4,NE,1,ENE,14,WNW
13708,21,Moree,5,NNE,9,SE,1,ENE
13716,21,Moree,4,NE,4,NE,12,SW
13721,21,Moree,7,NW,5,NNE,6,NNW
13726,21,Moree,5,NNE,2,ESE,13,W
13728,21,Moree,15,WSW,3,N,6,NNW
13731,21,Moree,16,,4,NE,0,E
13734,21,Moree,15,WSW,3,N,13,W
13736,21,Moree,12,SW,8,S,14,WNW
13737,21,Moree,11,SSW,10,SSE,12,SW
13741,21,Moree,12,SW,2,ESE,12,SW
13742,21,Moree,6,NNW,1,ENE,4,NE
13745,21,Moree,8,S,3,N,15,WSW
13752,21,Moree,12,SW,8,S,13,W
13753,21,Moree,5,NNE,3,N,4,NE
13754,21,Moree,13,W,3,N,7,NW
13755,21,Moree,10,SSE,5,NNE,6,NNW
13757,21,Moree,15,WSW,0,E,8,S
13758,21,Moree,8,S,5,NNE,13,W
13760,21,Moree,8,S,0,E,15,WSW
13762,21,Moree,11,SSW,0,E,15,WSW
13764,21,Moree,16,,5,NNE,2,ESE
13769,21,Moree,10,SSE,5,NNE,10,SSE
13771,21,Moree,12,SW,13,W,6,NNW
13773,21,Moree,1,ENE,4,NE,10,SSE
13774,21,Moree,4,NE,5,NNE,15,WSW
13775,21,Moree,10,SSE,5,NNE,8,S
13782,21,Moree,9,SE,5,NNE,15,WSW
13784,21,Moree,12,SW,16,,14,WNW
13788,21,Moree,2,ESE,4,NE,6,NNW
13790,21,Moree,9,SE,4,NE,9,SE
13797,21,Moree,11,SSW,5,NNE,3,N
13803,21,Moree,8,S,4,NE,15,WSW
13814,21,Moree,2,ESE,5,NNE,14,WNW
13815,21,Moree,10,SSE,4,NE,9,SE
13818,21,Moree,5,NNE,4,NE,0,E
13821,21,Moree,1,ENE,5,NNE,15,WSW
13823,21,Moree,14,WNW,5,NNE,3,N
13825,21,Moree,0,E,9,SE,12,SW
13826,21,Moree,16,,9,SE,1,ENE
13831,21,Moree,4,NE,1,ENE,0,E
13840,21,Moree,5,NNE,1,ENE,12,SW
13854,21,Moree,3,N,6,NNW,6,NNW
13861,21,Moree,3,N,5,NNE,10,SSE
13865,21,Moree,9,SE,1,ENE,5,NNE
13869,21,Moree,10,SSE,4,NE,6,NNW
13873,21,Moree,10,SSE,0,E,10,SSE
13879,21,Moree,12,SW,2,ESE,11,SSW
13881,21,Moree,0,E,4,NE,15,WSW
13883,21,Moree,5,NNE,2,ESE,5,NNE
13885,21,Moree,8,S,4,NE,3,N
13886,21,Moree,0,E,8,S,11,SSW
13890,21,Moree,10,SSE,0,E,7,NW
13898,21,Moree,13,W,5,NNE,7,NW
13906,21,Moree,4,NE,0,E,15,WSW
13910,21,Moree,12,SW,0,E,8,S
13914,21,Moree,3,N,9,SE,7,NW
13918,21,Moree,10,SSE,0,E,4,NE
13924,21,Moree,7,NW,16,,3,N
13925,21,Moree,13,W,13,W,14,WNW
13926,21,Moree,14,WNW,14,WNW,14,WNW
13934,21,Moree,4,NE,5,NNE,16,
13936,21,Moree,10,SSE,4,NE,10,SSE
13939,21,Moree,2,ESE,1,ENE,8,S
13942,21,Moree,5,NNE,1,ENE,0,E
13944,21,Moree,12,SW,1,ENE,8,S
13946,21,Moree,6,NNW,5,NNE,4,NE
13947,21,Moree,0,E,1,ENE,8,S
13948,21,Moree,7,NW,1,ENE,7,NW
13958,21,Moree,7,NW,8,S,3,N
13961,21,Moree,10,SSE,9,SE,12,SW
13963,21,Moree,10,SSE,9,SE,10,SSE
13964,21,Moree,9,SE,9,SE,9,SE
13968,21,Moree,13,W,7,NW,13,W
13971,21,Moree,8,S,8,S,12,SW
13977,21,Moree,6,NNW,1,ENE,7,NW
13978,21,Moree,14,WNW,15,WSW,13,W
13996,21,Moree,12,SW,1,ENE,12,SW
13997,21,Moree,10,SSE,11,SSW,9,SE
14006,21,Moree,1,ENE,1,ENE,16,
14013,21,Moree,13,W,1,ENE,15,WSW
14024,21,Moree,1,ENE,1,ENE,15,WSW
14027,21,Moree,0,E,3,N,6,NNW
14030,21,Moree,5,NNE,0,E,0,E
14045,21,Moree,11,SSW,10,SSE,8,S
14048,21,Moree,15,WSW,9,SE,15,WSW
14051,21,Moree,9,SE,9,SE,12,SW
14056,21,Moree,5,NNE,7,NW,15,WSW
14058,21,Moree,15,WSW,2,ESE,8,S
14061,21,Moree,3,N,3,N,8,S
14068,21,Moree,2,ESE,0,E,5,NNE
14075,21,Moree,5,NNE,3,N,1,ENE
14078,21,Moree,5,NNE,4,NE,8,S
14080,21,Moree,14,WNW,5,NNE,9,SE
14084,21,Moree,15,WSW,12,SW,11,SSW
14088,21,Moree,3,N,5,NNE,4,NE
14096,21,Moree,1,ENE,5,NNE,10,SSE
14097,21,Moree,1,ENE,0,E,7,NW
14098,21,Moree,4,NE,4,NE,14,WNW
14107,21,Moree,14,WNW,5,NNE,5,NNE
14113,21,Moree,3,N,5,NNE,13,W
14114,21,Moree,3,N,5,NNE,15,WSW
14130,21,Moree,1,ENE,5,NNE,7,NW
14134,21,Moree,0,E,6,NNW,13,W
14141,21,Moree,14,WNW,3,N,3,N
14143,21,Moree,7,NW,3,N,4,NE
14144,21,Moree,6,NNW,5,NNE,5,NNE
14150,21,Moree,2,ESE,2,ESE,5,NNE
14151,21,Moree,10,SSE,0,E,2,ESE
14152,21,Moree,11,SSW,5,NNE,8,S
14154,21,Moree,14,WNW,3,N,5,NNE
14163,21,Moree,11,SSW,14,WNW,8,S
14166,21,Moree,14,WNW,13,W,12,SW
14170,21,Moree,16,,13,W,16,
14173,21,Moree,0,E,5,NNE,2,ESE
14175,21,Moree,4,NE,1,ENE,7,NW
14187,21,Moree,1,ENE,4,NE,9,SE
14188,21,Moree,7,NW,4,NE,3,N
14194,21,Moree,0,E,4,NE,6,NNW
14195,21,Moree,8,S,1,ENE,3,N
14197,21,Moree,8,S,9,SE,11,SSW
14200,21,Moree,14,WNW,1,ENE,15,WSW
14201,21,Moree,2,ESE,1,ENE,4,NE
14205,21,Moree,4,NE,0,E,11,SSW
14214,21,Moree,10,SSE,5,NNE,9,SE
14222,21,Moree,2,ESE,0,E,15,WSW
14230,21,Moree,1,ENE,5,NNE,5,NNE
14234,21,Moree,3,N,16,,3,N
14235,21,Moree,3,N,5,NNE,11,SSW
14237,21,Moree,8,S,4,NE,1,ENE
14240,21,Moree,2,ESE,0,E,6,NNW
14248,21,Moree,2,ESE,0,E,4,NE
14253,21,Moree,16,,0,E,15,WSW
14269,21,Moree,2,ESE,0,E,10,SSE
14273,21,Moree,0,E,5,NNE,10,SSE
14274,21,Moree,1,ENE,5,NNE,3,N
14279,21,Moree,12,SW,13,W,3,N
14282,21,Moree,7,NW,5,NNE,13,W
14286,21,Moree,0,E,16,,6,NNW
14288,21,Moree,1,ENE,2,ESE,13,W
14290,21,Moree,11,SSW,9,SE,5,NNE
14297,21,Moree,12,SW,15,WSW,13,W
14303,21,Moree,15,WSW,9,SE,10,SSE
14318,21,Moree,11,SSW,3,N,11,SSW
14322,21,Moree,7,NW,1,ENE,13,W
14325,21,Moree,8,S,8,S,8,S
14343,21,Moree,15,WSW,5,NNE,5,NNE
14345,21,Moree,9,SE,9,SE,8,S
14349,21,Moree,0,E,9,SE,9,SE
14352,21,Moree,10,SSE,2,ESE,8,S
14356,21,Moree,11,SSW,16,,8,S
14363,21,Moree,13,W,13,W,12,SW
14374,21,Moree,3,N,7,NW,13,W
14390,21,Moree,6,NNW,1,ENE,14,WNW
14391,21,Moree,6,NNW,4,NE,7,NW
14392,21,Moree,14,WNW,16,,13,W
14396,21,Moree,3,N,1,ENE,14,WNW
14408,21,Moree,8,S,16,,11,SSW
14413,21,Moree,13,W,1,ENE,5,NNE
14416,21,Moree,15,WSW,5,NNE,11,SSW
14418,21,Moree,7,NW,5,NNE,15,WSW
14421,21,Moree,2,ESE,2,ESE,7,NW
14436,21,Moree,9,SE,2,ESE,8,S
14444,21,Moree,1,ENE,5,NNE,8,S
14448,21,Moree,2,ESE,4,NE,10,SSE
14454,21,Moree,2,ESE,5,NNE,15,WSW
14456,21,Moree,1,ENE,1,ENE,4,NE
14457,21,Moree,1,ENE,3,N,5,NNE
14458,21,Moree,1,ENE,3,N,13,W
14459,21,Moree,10,SSE,4,NE,5,NNE
14460,21,Moree,10,SSE,5,NNE,5,NNE
14480,21,Moree,1,ENE,2,ESE,4,NE
14491,21,Moree,12,SW,6,NNW,8,S
14501,21,Moree,13,W,6,NNW,15,WSW
14512,21,Moree,10,SSE,3,N,8,S
14513,21,Moree,16,,5,NNE,15,WSW
14518,21,Moree,10,SSE,5,NNE,3,N
14520,21,Moree,0,E,1,ENE,5,NNE
14525,21,Moree,2,ESE,5,NNE,2,ESE
14530,21,Moree,9,SE,0,E,3,N
14534,21,Moree,4,NE,3,N,8,S
14535,21,Moree,13,W,4,NE,9,SE
14538,21,Moree,0,E,9,SE,3,N
14540,21,Moree,16,,8,S,11,SSW
14541,21,Moree,1,ENE,16,,6,NNW
14545,21,Moree,0,E,5,NNE,4,NE
14549,21,Moree,2,ESE,2,ESE,6,NNW
14565,21,Moree,13,W,14,WNW,14,WNW
14568,21,Moree,9,SE,0,E,11,SSW
14571,21,Moree,11,SSW,2,ESE,12,SW
14575,21,Moree,9,SE,4,NE,8,S
14576,21,Moree,8,S,4,NE,10,SSE
14582,21,Moree,7,NW,0,E,14,WNW
14593,21,Moree,0,E,0,E,15,WSW
14595,21,Moree,5,NNE,1,ENE,14,WNW
14607,21,Moree,8,S,4,NE,14,WNW
14614,21,Moree,2,ESE,1,ENE,2,ESE
14635,21,Moree,0,E,8,S,15,WSW
14636,21,Moree,14,WNW,9,SE,14,WNW
14639,21,Moree,10,SSE,1,ENE,9,SE
14642,21,Moree,8,S,10,SSE,12,SW
14643,21,Moree,0,E,4,NE,8,S
14655,21,Moree,12,SW,14,WNW,11,SSW
14669,21,Moree,1,ENE,5,NNE,14,WNW
14674,21,Moree,11,SSW,4,NE,12,SW
14679,21,Moree,13,W,0,E,3,N
14680,21,Moree,11,SSW,5,NNE,10,SSE
14684,21,Moree,13,W,1,ENE,12,SW
14686,21,Moree,5,NNE,0,E,3,N
14689,21,Moree,4,NE,6,NNW,14,WNW
14693,21,Moree,13,W,16,,3,N
14718,21,Moree,0,E,2,ESE,14,WNW
14724,21,Moree,15,WSW,9,SE,11,SSW
14730,21,Moree,12,SW,8,S,10,SSE
14737,21,Moree,6,NNW,5,NNE,7,NW
14739,21,Moree,8,S,4,NE,7,NW
14747,21,Moree,16,,1,ENE,16,
14772,21,Moree,16,,16,,11,SSW
14780,21,Moree,6,NNW,13,W,13,W
14787,21,Moree,4,NE,15,WSW,12,SW
14794,21,Moree,4,NE,2,ESE,4,NE
14798,21,Moree,1,ENE,5,NNE,16,
14832,21,Moree,12,SW,1,ENE,7,NW
14838,21,Moree,6,NNW,3,N,12,SW
14845,21,Moree,3,N,1,ENE,6,NNW
14848,21,Moree,15,WSW,2,ESE,11,SSW
14849,21,Moree,4,NE,3,N,5,NNE
14850,21,Moree,14,WNW,5,NNE,16,
14856,21,Moree,16,,5,NNE,7,NW
14864,21,Moree,13,W,0,E,2,ESE
14866,21,Moree,7,NW,4,NE,7,NW
14869,21,Moree,16,,5,NNE,13,W
14870,21,Moree,11,SSW,1,ENE,8,S
14886,21,Moree,12,SW,9,SE,8,S
14900,21,Moree,11,SSW,3,N,3,N
14902,21,Moree,4,NE,2,ESE,8,S
14911,21,Moree,13,W,3,N,6,NNW
14919,21,Moree,13,W,5,NNE,15,WSW
14923,21,Moree,11,SSW,5,NNE,7,NW
14927,21,Moree,13,W,4,NE,4,NE
14937,21,Moree,2,ESE,5,NNE,1,ENE
14950,21,Moree,13,W,3,N,12,SW
14954,21,Moree,2,ESE,5,NNE,8,S
14966,21,Moree,15,WSW,2,ESE,6,NNW
14975,21,Moree,8,S,6,NNW,9,SE
14977,21,Moree,14,WNW,0,E,15,WSW
14979,21,Moree,3,N,4,NE,4,NE
14982,21,Moree,9,SE,4,NE,4,NE
14987,21,Moree,3,N,4,NE,5,NNE
14988,21,Moree,12,SW,4,NE,4,NE
14990,21,Moree,9,SE,10,SSE,9,SE
14992,21,Moree,2,ESE,10,SSE,11,SSW
15022,21,Moree,0,E,10,SSE,1,ENE
15029,21,Moree,8,S,2,ESE,12,SW
15042,21,Moree,15,WSW,4,NE,3,N
15051,21,Moree,8,S,4,NE,11,SSW
15054,21,Moree,2,ESE,0,E,11,SSW
15060,21,Moree,9,SE,13,W,9,SE
15061,21,Moree,1,ENE,10,SSE,11,SSW
15063,21,Moree,10,SSE,11,SSW,10,SSE
15067,21,Moree,14,WNW,0,E,12,SW
15069,21,Moree,9,SE,11,SSW,10,SSE
15076,24,Newcastle,16,,7,NW,7,NW
15077,24,Newcastle,16,,16,,4,NE
15078,24,Newcastle,16,,3,N,9,SE
15079,24,Newcastle,16,,9,SE,9,SE
15080,24,Newcastle,16,,4,NE,16,
15082,24,Newcastle,16,,16,,9,SE
15084,24,Newcastle,16,,4,NE,7,NW
15085,24,Newcastle,16,,9,SE,16,
15086,24,Newcastle,16,,4,NE,9,SE
15087,24,Newcastle,16,,4,NE,4,NE
15088,24,Newcastle,16,,16,,7,NW
15089,24,Newcastle,16,,12,SW,7,NW
15090,24,Newcastle,16,,8,S,9,SE
15098,24,Newcastle,16,,7,NW,16,
15100,24,Newcastle,16,,16,,16,
15104,24,Newcastle,16,,7,NW,12,SW
15107,24,Newcastle,16,,3,N,7,NW
15109,24,Newcastle,16,,9,SE,4,NE
15116,24,Newcastle,16,,9,SE,3,N
15129,24,Newcastle,16,,7,NW,4,NE
15135,24,Newcastle,16,,3,N,4,NE
15147,24,Newcastle,16,,12,SW,15,WSW
15148,24,Newcastle,16,,12,SW,9,SE
15150,24,Newcastle,16,,9,SE,7,NW
15161,24,Newcastle,16,,7,NW,9,SE
15183,24,Newcastle,16,,16,,8,S
15186,24,Newcastle,16,,9,SE,2,ESE
15211,24,Newcastle,16,,16,,13,W
15215,24,Newcastle,16,,12,SW,16,
15216,24,Newcastle,16,,9,SE,8,S
15220,24,Newcastle,16,,3,N,16,
15231,24,Newcastle,16,,12,SW,8,S
15241,24,Newcastle,16,,13,W,7,NW
15242,24,Newcastle,16,,13,W,13,W
15245,24,Newcastle,16,,16,,3,N
15250,24,Newcastle,16,,16,,12,SW
15255,24,Newcastle,16,,9,SE,12,SW
15266,24,Newcastle,16,,7,NW,13,W
15273,24,Newcastle,16,,16,,0,E
15289,24,Newcastle,16,,7,NW,3,N
15304,24,Newcastle,16,,12,SW,12,SW
15321,24,Newcastle,16,,13,W,3,N
15327,24,Newcastle,16,,13,W,16,
15353,24,Newcastle,16,,3,N,3,N
15378,24,Newcastle,16,,13,W,9,SE
15404,24,Newcastle,16,,4,NE,8,S
15491,24,Newcastle,16,,13,W,12,SW
15508,24,Newcastle,16,,10,SSE,9,SE
15519,24,Newcastle,16,,15,WSW,15,WSW
15535,24,Newcastle,16,,4,NE,3,N
15569,24,Newcastle,16,,3,N,12,SW
15625,24,Newcastle,16,,8,S,8,S
15648,24,Newcastle,16,,4,NE,6,NNW
15649,24,Newcastle,16,,14,WNW,12,SW
15796,24,Newcastle,16,,3,N,0,E
15831,24,Newcastle,16,,6,NNW,16,
15838,24,Newcastle,16,,6,NNW,9,SE
15939,24,Newcastle,16,,6,NNW,7,NW
15986,24,Newcastle,16,,8,S,4,NE
16013,24,Newcastle,16,,12,SW,3,N
16039,24,Newcastle,16,,2,ESE,16,
16067,24,Newcastle,16,,6,NNW,12,SW
16125,24,Newcastle,16,,9,SE,0,E
16169,24,Newcastle,16,,9,SE,10,SSE
16186,24,Newcastle,16,,0,E,4,NE
16230,24,Newcastle,16,,16,,6,NNW
16232,24,Newcastle,16,,3,N,5,NNE
16235,24,Newcastle,16,,16,,5,NNE
16242,24,Newcastle,16,,11,SSW,9,SE
16334,24,Newcastle,16,,16,,11,SSW
16416,24,Newcastle,16,,12,SW,13,W
16447,24,Newcastle,16,,12,SW,2,ESE
16465,24,Newcastle,16,,7,NW,8,S
16520,24,Newcastle,16,,8,S,12,SW
16644,24,Newcastle,16,,9,SE,15,WSW
16736,24,Newcastle,16,,15,WSW,9,SE
16749,24,Newcastle,16,,14,WNW,7,NW
16762,24,Newcastle,16,,12,SW,4,NE
16828,24,Newcastle,16,,4,NE,12,SW
17025,24,Newcastle,16,,13,W,4,NE
17130,24,Newcastle,16,,8,S,16,
17256,24,Newcastle,16,,4,NE,0,E
17996,24,Newcastle,16,,0,E,16,
18092,24,Newcastle,16,,11,SSW,16,
18115,26,NorahHead,11,SSW,7,NW,4,NE
18116,26,NorahHead,8,S,10,SSE,9,SE
18117,26,NorahHead,5,NNE,0,E,4,NE
18118,26,NorahHead,4,NE,5,NNE,4,NE
18119,26,NorahHead,5,NNE,5,NNE,4,NE
18120,26,NorahHead,3,N,8,S,4,NE
18121,26,NorahHead,8,S,8,S,5,NNE
18122,26,NorahHead,10,SSE,8,S,10,SSE
18123,26,NorahHead,10,SSE,10,SSE,9,SE
18124,26,NorahHead,4,NE,5,NNE,1,ENE
18126,26,NorahHead,1,ENE,11,SSW,16,
18127,26,NorahHead,4,NE,4,NE,4,NE
18129,26,NorahHead,8,S,5,NNE,16,
18130,26,NorahHead,10,SSE,11,SSW,2,ESE
18131,26,NorahHead,10,SSE,10,SSE,10,SSE
18132,26,NorahHead,5,NNE,11,SSW,0,E
18135,26,NorahHead,8,S,3,N,4,NE
18136,26,NorahHead,3,N,6,NNW,16,
18137,26,NorahHead,5,NNE,7,NW,4,NE
18138,26,NorahHead,8,S,7,NW,14,WNW
18139,26,NorahHead,8,S,10,SSE,10,SSE
18140,26,NorahHead,16,,11,SSW,11,SSW
18141,26,NorahHead,9,SE,11,SSW,10,SSE
18142,26,NorahHead,4,NE,1,ENE,4,NE
18143,26,NorahHead,4,NE,3,N,4,NE
18146,26,NorahHead,5,NNE,10,SSE,0,E
18148,26,NorahHead,5,NNE,5,NNE,0,E
18149,26,NorahHead,4,NE,7,NW,10,SSE
18151,26,NorahHead,5,NNE,5,NNE,3,N
18152,26,NorahHead,4,NE,5,NNE,5,NNE
18153,26,NorahHead,5,NNE,5,NNE,5,NNE
18154,26,NorahHead,8,S,11,SSW,16,
18155,26,NorahHead,8,S,11,SSW,11,SSW
18157,26,NorahHead,9,SE,10,SSE,10,SSE
18158,26,NorahHead,10,SSE,0,E,0,E
18159,26,NorahHead,10,SSE,9,SE,9,SE
18161,26,NorahHead,9,SE,9,SE,10,SSE
18162,26,NorahHead,10,SSE,9,SE,8,S
18163,26,NorahHead,8,S,13,W,8,S
18164,26,NorahHead,3,N,6,NNW,4,NE
18165,26,NorahHead,1,ENE,11,SSW,0,E
18166,26,NorahHead,2,ESE,4,NE,0,E
18167,26,NorahHead,4,NE,9,SE,0,E
18169,26,NorahHead,1,ENE,6,NNW,10,SSE
18170,26,NorahHead,9,SE,8,S,2,ESE
18171,26,NorahHead,8,S,8,S,8,S
18172,26,NorahHead,10,SSE,12,SW,10,SSE
18173,26,NorahHead,5,NNE,6,NNW,4,NE
18174,26,NorahHead,8,S,9,SE,2,ESE
18175,26,NorahHead,0,E,0,E,0,E
18176,26,NorahHead,5,NNE,4,NE,1,ENE
18177,26,NorahHead,11,SSW,3,N,8,S
18178,26,NorahHead,10,SSE,15,WSW,10,SSE
18179,26,NorahHead,5,NNE,13,W,1,ENE
18180,26,NorahHead,5,NNE,15,WSW,10,SSE
18181,26,NorahHead,4,NE,9,SE,2,ESE
18182,26,NorahHead,1,ENE,0,E,1,ENE
18183,26,NorahHead,4,NE,1,ENE,0,E
18184,26,NorahHead,9,SE,9,SE,1,ENE
18186,26,NorahHead,5,NNE,7,NW,1,ENE
18187,26,NorahHead,6,NNW,5,NNE,7,NW
18188,26,NorahHead,3,N,1,ENE,4,NE
18189,26,NorahHead,11,SSW,11,SSW,0,E
18190,26,NorahHead,11,SSW,13,W,10,SSE
18191,26,NorahHead,5,NNE,8,S,4,NE
18192,26,NorahHead,4,NE,6,NNW,4,NE
18193,26,NorahHead,1,ENE,4,NE,0,E
18194,26,NorahHead,5,NNE,3,N,0,E
18199,26,NorahHead,10,SSE,3,N,4,NE
18201,26,NorahHead,4,NE,15,WSW,1,ENE
18202,26,NorahHead,0,E,11,SSW,2,ESE
18205,26,NorahHead,2,ESE,2,ESE,2,ESE
18206,26,NorahHead,4,NE,5,NNE,0,E
18207,26,NorahHead,5,NNE,0,E,1,ENE
18208,26,NorahHead,8,S,11,SSW,8,S
18211,26,NorahHead,10,SSE,10,SSE,8,S
18212,26,NorahHead,8,S,12,SW,10,SSE
18213,26,NorahHead,5,NNE,8,S,1,ENE
18214,26,NorahHead,13,W,6,NNW,1,ENE
18215,26,NorahHead,4,NE,11,SSW,9,SE
18216,26,NorahHead,3,N,3,N,0,E
18217,26,NorahHead,3,N,8,S,5,NNE
18218,26,NorahHead,13,W,14,WNW,0,E
18219,26,NorahHead,14,WNW,14,WNW,7,NW
18220,26,NorahHead,8,S,15,WSW,1,ENE
18221,26,NorahHead,8,S,15,WSW,8,S
18227,26,NorahHead,9,SE,11,SSW,8,S
18228,26,NorahHead,5,NNE,6,NNW,5,NNE
18229,26,NorahHead,7,NW,14,WNW,13,W
18230,26,NorahHead,14,WNW,13,W,14,WNW
18231,26,NorahHead,13,W,13,W,13,W
18232,26,NorahHead,7,NW,14,WNW,15,WSW
18233,26,NorahHead,8,S,15,WSW,2,ESE
18234,26,NorahHead,11,SSW,12,SW,11,SSW
18235,26,NorahHead,5,NNE,13,W,4,NE
18236,26,NorahHead,8,S,13,W,10,SSE
18237,26,NorahHead,11,SSW,12,SW,8,S
18238,26,NorahHead,9,SE,13,W,4,NE
18239,26,NorahHead,10,SSE,15,WSW,8,S
18241,26,NorahHead,10,SSE,13,W,8,S
18242,26,NorahHead,10,SSE,12,SW,8,S
18243,26,NorahHead,8,S,15,WSW,10,SSE
18244,26,NorahHead,11,SSW,15,WSW,10,SSE
18245,26,NorahHead,9,SE,13,W,9,SE
18246,26,NorahHead,13,W,13,W,9,SE
18247,26,NorahHead,13,W,14,WNW,16,
18248,26,NorahHead,15,WSW,7,NW,13,W
18249,26,NorahHead,14,WNW,7,NW,13,W
18250,26,NorahHead,13,W,7,NW,14,WNW
18251,26,NorahHead,10,SSE,13,W,10,SSE
18252,26,NorahHead,9,SE,15,WSW,2,ESE
18253,26,NorahHead,5,NNE,2,ESE,1,ENE
18255,26,NorahHead,9,SE,2,ESE,2,ESE
18256,26,NorahHead,1,ENE,9,SE,2,ESE
18257,26,NorahHead,2,ESE,0,E,0,E
18260,26,NorahHead,14,WNW,6,NNW,0,E
18261,26,NorahHead,14,WNW,13,W,13,W
18262,26,NorahHead,10,SSE,15,WSW,12,SW
18263,26,NorahHead,11,SSW,7,NW,12,SW
18264,26,NorahHead,10,SSE,13,W,6,NNW
18266,26,NorahHead,1,ENE,2,ESE,8,S
18267,26,NorahHead,5,NNE,14,WNW,1,ENE
18269,26,NorahHead,3,N,6,NNW,15,WSW
18270,26,NorahHead,3,N,6,NNW,12,SW
18271,26,NorahHead,7,NW,14,WNW,14,WNW
18272,26,NorahHead,6,NNW,7,NW,14,WNW
18273,26,NorahHead,14,WNW,7,NW,14,WNW
18274,26,NorahHead,14,WNW,14,WNW,14,WNW
18275,26,NorahHead,16,,14,WNW,13,W
18276,26,NorahHead,14,WNW,16,,16,
18277,26,NorahHead,15,WSW,13,W,14,WNW
18278,26,NorahHead,3,N,7,NW,14,WNW
18279,26,NorahHead,3,N,7,NW,13,W
18280,26,NorahHead,15,WSW,14,WNW,15,WSW
18281,26,NorahHead,10,SSE,15,WSW,11,SSW
18282,26,NorahHead,10,SSE,13,W,2,ESE
18283,26,NorahHead,8,S,2,ESE,0,E
18284,26,NorahHead,1,ENE,2,ESE,9,SE
18285,26,NorahHead,5,NNE,3,N,5,NNE
18286,26,NorahHead,5,NNE,3,N,4,NE
18288,26,NorahHead,13,W,13,W,4,NE
18289,26,NorahHead,6,NNW,7,NW,1,ENE
18290,26,NorahHead,13,W,7,NW,15,WSW
18291,26,NorahHead,4,NE,14,WNW,0,E
18292,26,NorahHead,7,NW,15,WSW,10,SSE
18293,26,NorahHead,14,WNW,14,WNW,13,W
18295,26,NorahHead,3,N,7,NW,6,NNW
18296,26,NorahHead,7,NW,3,N,14,WNW
18297,26,NorahHead,7,NW,6,NNW,13,W
18298,26,NorahHead,13,W,14,WNW,15,WSW
18300,26,NorahHead,11,SSW,14,WNW,8,S
18301,26,NorahHead,3,N,13,W,0,E
18303,26,NorahHead,8,S,13,W,2,ESE
18304,26,NorahHead,9,SE,15,WSW,9,SE
18306,26,NorahHead,13,W,13,W,16,
18307,26,NorahHead,3,N,6,NNW,3,N
18308,26,NorahHead,6,NNW,6,NNW,3,N
18310,26,NorahHead,6,NNW,13,W,9,SE
18311,26,NorahHead,11,SSW,14,WNW,7,NW
18313,26,NorahHead,3,N,7,NW,3,N
18314,26,NorahHead,14,WNW,7,NW,6,NNW
18316,26,NorahHead,5,NNE,6,NNW,3,N
18317,26,NorahHead,7,NW,3,N,6,NNW
18318,26,NorahHead,12,SW,14,WNW,15,WSW
18319,26,NorahHead,13,W,12,SW,11,SSW
18320,26,NorahHead,3,N,7,NW,0,E
18322,26,NorahHead,15,WSW,13,W,13,W
18323,26,NorahHead,7,NW,14,WNW,2,ESE
18324,26,NorahHead,12,SW,13,W,8,S
18325,26,NorahHead,7,NW,7,NW,1,ENE
18326,26,NorahHead,14,WNW,14,WNW,12,SW
18327,26,NorahHead,12,SW,7,NW,7,NW
